App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Android Ver
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16M,"100,000,000+",Free,0,Everyone,Communication,4.4 and up
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16M,"100,000,000+",Free,0,Everyone,Communication,4.4 and up
Dream League Soccer 2018,GAME,4.6,9882639,74M,"100,000,000+",Free,0,Everyone,Sports,4.4 and up
Pokémon GO,GAME,4.1,10424925,85M,"100,000,000+",Free,0,Everyone,Adventure,4.4 and up
Score! Hero,GAME,4.6,5418675,96M,"100,000,000+",Free,0,Everyone,Sports,4.4 and up
Abs Workout - 30 Days Fitness App for Six Pack Abs,HEALTH_AND_FITNESS,4.6,299,11M,"100,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Everlance: Free Mileage Log,FINANCE,4.7,7514,14M,"100,000+",Free,0,Everyone,Finance,4.4 and up
ZipRealty Real Estate & Homes,LIFESTYLE,4,3937,15M,"100,000+",Free,0,Everyone,Lifestyle,4.4 and up
Moven - Smart Finances,FINANCE,3.8,861,17M,"100,000+",Free,0,Everyone,Finance,4.4 and up
The TK-App - everything under control,HEALTH_AND_FITNESS,4.5,8642,18M,"100,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Pixel Draw - Number Art Coloring Book,ART_AND_DESIGN,4.3,967,2.8M,"100,000+",Free,0,Everyone,Art & Design;Creativity,4.4 and up
Mandala Coloring Book,ART_AND_DESIGN,4.6,4326,21M,"100,000+",Free,0,Everyone,Art & Design,4.4 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,Dating,4.4 and up
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24M,"100,000+",Free,0,Mature 17+,Dating,4.4 and up
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,Dating,4.4 and up
Toca Life: Hospital,EDUCATION,4.7,3528,24M,"100,000+",Paid,$3.99,Everyone,Education;Pretend Play,4.4 and up
Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27M,"100,000+",Free,0,Everyone,House & Home,4.4 and up
"NerdWallet: Personal Finance, Credit Score & Cash",FINANCE,4.6,2417,28M,"100,000+",Free,0,Everyone,Finance,4.4 and up
"REG - Check the regnumber, find information about Swedish vehicles",AUTO_AND_VEHICLES,3.9,3971,3.6M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.4 and up
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35M,"100,000+",Free,0,Everyone,Comics,4.4 and up
Happify,HEALTH_AND_FITNESS,3.7,1812,37M,"100,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Qapital - Save Small. Live Large,FINANCE,4.5,8662,38M,"100,000+",Free,0,Everyone,Finance,4.4 and up
ACE Elite,FINANCE,4.1,2898,45M,"100,000+",Free,0,Everyone,Finance,4.4 and up
Cisco Webex Teams,BUSINESS,4.2,1661,46M,"100,000+",Free,0,Everyone,Business,4.4 and up
Netspend Skylight ONE,FINANCE,3.9,1098,46M,"100,000+",Free,0,Everyone,Finance,4.4 and up
Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47M,"100,000+",Free,0,Everyone,Education,4.4 and up
Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,48M,"100,000+",Free,0,Everyone,Education,4.4 and up
OurTime Dating for Singles 50+,DATING,3.4,2519,5.0M,"100,000+",Free,0,Mature 17+,Dating,4.4 and up
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Lark - 24/7 Health Coach,HEALTH_AND_FITNESS,4.1,3405,51M,"100,000+",Free,0,Everyone,Health & Fitness,4.4 and up
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,0,Everyone,Libraries & Demo,4.4 and up
The League,DATING,3,837,9.4M,"100,000+",Free,0,Mature 17+,Dating,4.4 and up
WedMeGood - Wedding Planner,LIFESTYLE,4.6,1658,9.7M,"100,000+",Free,0,Everyone,Lifestyle,4.4 and up
Friend Find: free chat + flirt dating app,DATING,NaN,23,11M,100+,Free,0,Mature 17+,Dating,4.4 and up
Mindvalley U Tallinn 2018,EVENTS,5,1,21M,100+,Free,0,Everyone,Events,4.4 and up
MouseMingle,DATING,2.7,3,3.9M,100+,Free,0,Mature 17+,Dating,4.4 and up
MouseMingle,DATING,2.7,3,3.9M,100+,Free,0,Mature 17+,Dating,4.4 and up
Awake Dating,DATING,5,2,70M,100+,Free,0,Mature 17+,Dating,4.4 and up
Will it Crush?,GAME,3.1,25825,16M,"5,000,000+",Free,0,Everyone,Simulation,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",Free,0,Teen,Entertainment,4.4 and up
Citi Mobile®,FINANCE,4,78306,46M,"5,000,000+",Free,0,Everyone,Finance,4.4 and up
Microsoft Edge,COMMUNICATION,4.3,27187,66M,"5,000,000+",Free,0,Everyone,Communication,4.4 and up
My Tele2,COMMUNICATION,4.3,158679,8.8M,"5,000,000+",Free,0,Everyone,Communication,4.4 and up
Howlr,DATING,3.9,105,27M,"5,000+",Free,0,Mature 17+,Dating,4.4 and up
Howlr,DATING,3.9,105,27M,"5,000+",Free,0,Mature 17+,Dating,4.4 and up
SkyLove – Dating and chat,DATING,3.5,69,36M,"5,000+",Free,0,Mature 17+,Dating,4.4 and up
Samsung+,LIFESTYLE,4.5,82145,30M,"50,000,000+",Free,0,Everyone,Lifestyle,4.4 and up
PayPal,FINANCE,4.3,659741,47M,"50,000,000+",Free,0,Everyone,Finance,4.4 and up
PayPal,FINANCE,4.3,659760,47M,"50,000,000+",Free,0,Everyone,Finance,4.4 and up
Unicorn Pokez - Color By Number,COMICS,4.8,516,12M,"50,000+",Free,0,Everyone,Comics;Creativity,4.4 and up
Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16M,"50,000+",Free,0,Everyone,House & Home,4.4 and up
Current debit card and app made for teens,FINANCE,4.3,685,21M,"50,000+",Free,0,Everyone,Finance,4.4 and up
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3,493,23M,"50,000+",Free,0,Everyone,Entertainment,4.4 and up
Munchery: Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,3.9,464,28M,"50,000+",Free,0,Everyone,Food & Drink,4.4 and up
E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,4.5,1857,4.9M,"50,000+",Free,0,Everyone,Books & Reference,4.4 and up
Gas Prices (Germany only),AUTO_AND_VEHICLES,4.4,805,5.6M,"50,000+",Free,0,Everyone,Auto & Vehicles,4.4 and up
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,9.3M,"50,000+",Free,0,Everyone,Finance,4.4 and up
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10M,"500,000+",Free,0,Everyone,Health & Fitness,4.4 and up
CW Seed,ENTERTAINMENT,4.5,16372,13M,"500,000+",Free,0,Teen,Entertainment,4.4 and up
Frigo Magic: Easy recipe idea and anti-waste,FOOD_AND_DRINK,4.1,2473,14M,"500,000+",Free,0,Everyone,Food & Drink,4.4 and up
Step Counter - Calorie Counter,HEALTH_AND_FITNESS,4,1577,2.2M,"500,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Simple Habit Meditation,HEALTH_AND_FITNESS,4.7,11689,20M,"500,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Universal Kids,ENTERTAINMENT,3.6,1968,21M,"500,000+",Free,0,Everyone,Entertainment;Music & Video,4.4 and up
UNICORN - Color By Number & Pixel Art Coloring,ART_AND_DESIGN,4.7,8145,24M,"500,000+",Free,0,Everyone,Art & Design;Creativity,4.4 and up
Toca Life: City,EDUCATION,4.7,31085,24M,"500,000+",Paid,$3.99,Everyone,Education;Pretend Play,4.4 and up
Little Caesars,FOOD_AND_DRINK,3.3,1726,30M,"500,000+",Free,0,Everyone,Food & Drink,4.4 and up
Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445,48M,"500,000+",Free,0,Everyone,Health & Fitness,4.4 and up
Single Parent Meet #1 Dating,DATING,3.5,2593,5.0M,"500,000+",Free,0,Mature 17+,Dating,4.4 and up
BBVA Compass Banking,FINANCE,4.3,5905,50M,"500,000+",Free,0,Everyone,Finance,4.4 and up
White Sound Pro,HEALTH_AND_FITNESS,4.7,16570,73M,"500,000+",Free,0,Everyone,Health & Fitness,4.4 and up
SUMMER SONIC app,EVENTS,5,4,61M,500+,Free,0,Everyone,Events,4.4 and up
WiseBanyan - Invest For Free,FINANCE,4.2,257,44M,"10,000+",Free,0,Everyone,Finance,4.4W and up
Sarajevo Film Festival - Official,EVENTS,NaN,6,9.7M,100+,Free,0,Everyone 10+,Events,4.4W and up
w UN map,LIFESTYLE,4.2,23164,10.0M,"1,000,000+",Free,0,Mature 17+,Lifestyle,5.0 and up
Asana: organize team projects,BUSINESS,4.3,20815,10M,"1,000,000+",Free,0,Everyone,Business,5.0 and up
Asana: organize team projects,BUSINESS,4.3,20815,10M,"1,000,000+",Free,0,Everyone,Business,5.0 and up
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17M,"1,000,000+",Free,0,Everyone,Education,5.0 and up
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17M,"1,000,000+",Free,0,Everyone,Education,5.0 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",Free,0,Everyone,Education,5.0 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",Free,0,Everyone,Education,5.0 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18M,"1,000,000+",Free,0,Everyone,Education,5.0 and up
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439,19M,"1,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home,5.0 and up
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19M,"1,000,000+",Free,0,Everyone,House & Home,5.0 and up
Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3.6,22875,22M,"1,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
Postmates Food Delivery: Order Eats & Alcohol,FOOD_AND_DRINK,3.6,22875,22M,"1,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145,23M,"1,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24M,"1,000,000+",Free,0,Everyone,Events,5.0 and up
Barclays US for Android,FINANCE,4.1,6998,24M,"1,000,000+",Free,0,Everyone,Finance,5.0 and up
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25M,"1,000,000+",Free,0,Everyone,Business,5.0 and up
QuickBooks Self-Employed:Mileage Tracker and Taxes,FINANCE,4.4,15141,25M,"1,000,000+",Free,0,Everyone,Finance,5.0 and up
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",Free,0,Everyone,House & Home,5.0 and up
"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,4.4,15558,26M,"1,000,000+",Free,0,Everyone,Events,5.0 and up
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28M,"1,000,000+",Free,0,Teen,Comics,5.0 and up
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,"1,000,000+",Free,0,Everyone,Libraries & Demo,5.0 and up
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30M,"1,000,000+",Free,0,Everyone,Communication,5.0 and up
Amex Mobile,FINANCE,4.3,24729,32M,"1,000,000+",Free,0,Everyone,Finance,5.0 and up
Seamless Food Delivery/Takeout,FOOD_AND_DRINK,4.5,35218,34M,"1,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
Panera Bread,FOOD_AND_DRINK,4.2,10159,36M,"1,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
My magenta,COMMUNICATION,3.9,42370,37M,"1,000,000+",Free,0,Everyone,Communication,5.0 and up
Cinemark Theatres,ENTERTAINMENT,4.1,21867,39M,"1,000,000+",Free,0,Teen,Entertainment,5.0 and up
Super Slime Simulator - Satisfying Slime App,LIFESTYLE,4.5,53652,39M,"1,000,000+",Free,0,Everyone,Lifestyle,5.0 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0M,"1,000,000+",Free,0,Everyone,Communication,5.0 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0M,"1,000,000+",Free,0,Everyone,Communication,5.0 and up
"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,4.2,3788,44M,"1,000,000+",Free,0,Everyone,Lifestyle,5.0 and up
Rent.com Apartment Homes,HOUSE_AND_HOME,4,7508,5.1M,"1,000,000+",Free,0,Everyone,House & Home,5.0 and up
Vivid Seats – Event Tickets,EVENTS,4.6,8232,53M,"1,000,000+",Free,0,Everyone,Events,5.0 and up
Map My Ride GPS Cycling Riding,HEALTH_AND_FITNESS,4.5,106547,54M,"1,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Map My Fitness Workout Trainer,HEALTH_AND_FITNESS,4.4,38343,55M,"1,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",BEAUTY,4.5,26834,57M,"1,000,000+",Free,0,Everyone,Beauty,5.0 and up
PumpUp — Fitness Community,HEALTH_AND_FITNESS,4,49479,57M,"1,000,000+",Free,0,Teen,Health & Fitness,5.0 and up
LEGO® TV,ENTERTAINMENT,3.7,17247,7.2M,"1,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,5.0 and up
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,0,Everyone,House & Home,5.0 and up
"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5M,"1,000,000+",Free,0,Everyone,House & Home,5.0 and up
AMC Theatres,ENTERTAINMENT,4.3,44550,72M,"1,000,000+",Free,0,Everyone,Entertainment,5.0 and up
"BigOven Recipes, Meal Planner, Grocery List & More",FOOD_AND_DRINK,4.3,31986,76M,"1,000,000+",Free,0,Teen,Food & Drink,5.0 and up
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41975,79M,"1,000,000+",Free,0,Everyone,Racing,5.0 and up
"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAINMENT,4.3,160164,12M,"10,000,000+",Free,0,Teen,Entertainment,5.0 and up
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13M,"10,000,000+",Free,0,Mature 17+,Communication,5.0 and up
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13M,"10,000,000+",Free,0,Mature 17+,Communication,5.0 and up
Cookpad - FREE recipe search makes fun cooking · musical making!,FOOD_AND_DRINK,4.1,64784,13M,"10,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
HTC Speak,LIFESTYLE,3.5,6145,13M,"10,000,000+",Free,0,Everyone,Lifestyle,5.0 and up
Cash App,FINANCE,4,34428,15M,"10,000,000+",Free,0,Everyone,Finance,5.0 and up
"Android Auto - Maps, Media, Messaging & Voice",AUTO_AND_VEHICLES,4.2,271920,16M,"10,000,000+",Free,0,Teen,Auto & Vehicles,5.0 and up
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,21M,"10,000,000+",Free,0,Everyone 10+,Education,5.0 and up
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21M,"10,000,000+",Free,0,Everyone 10+,Education,5.0 and up
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21M,"10,000,000+",Free,0,Everyone 10+,Education,5.0 and up
Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104,25M,"10,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Redbox,ENTERTAINMENT,4.1,115033,30M,"10,000,000+",Free,0,Everyone,Entertainment,5.0 and up
Chase Mobile,FINANCE,4.6,1374549,32M,"10,000,000+",Free,0,Everyone,Finance,5.0 and up
Paint Hit,GAME,4.4,37023,33M,"10,000,000+",Free,0,Everyone,Casual,5.0 and up
Uber Eats: Local Food Delivery,FOOD_AND_DRINK,4.2,333208,34M,"10,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
metroZONE,LIFESTYLE,4.1,47497,34M,"10,000,000+",Free,0,Everyone,Lifestyle,5.0 and up
Wells Fargo Mobile,FINANCE,4.4,250706,37M,"10,000,000+",Free,0,Everyone,Finance,5.0 and up
Wells Fargo Mobile,FINANCE,4.4,250719,37M,"10,000,000+",Free,0,Everyone,Finance,5.0 and up
Mobile TV,ENTERTAINMENT,3.5,10939,4.6M,"10,000,000+",Free,0,Everyone,Entertainment,5.0 and up
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,"10,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721,67M,"10,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Capital One® Mobile,FINANCE,4.6,510392,79M,"10,000,000+",Free,0,Everyone,Finance,5.0 and up
Capital One® Mobile,FINANCE,4.6,510401,79M,"10,000,000+",Free,0,Everyone,Finance,5.0 and up
Flip the Gun - Simulator Game,GAME,4.2,195558,86M,"10,000,000+",Free,0,Everyone,Arcade,5.0 and up
Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251534,93M,"10,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251534,93M,"10,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Tank Stars,GAME,4.3,174755,98M,"10,000,000+",Free,0,Everyone 10+,Arcade,5.0 and up
USE Credit Union Mobile,FINANCE,4.6,964,14M,"10,000+",Free,0,Everyone,Finance,5.0 and up
Verify - Receipts & Expenses,BUSINESS,4.5,413,29M,"10,000+",Free,0,Everyone,Business,5.0 and up
#NAME?,COMICS,3.5,115,9.1M,"10,000+",Free,0,Mature 17+,Comics,5.0 and up
Betterment,FINANCE,4.4,3780,11M,"100,000+",Free,0,Everyone,Finance,5.0 and up
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,Dating,5.0 and up
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,Dating,5.0 and up
Just She - Top Lesbian Dating,DATING,1.9,954,19M,"100,000+",Free,0,Mature 17+,Dating,5.0 and up
"Even - organize your money, get paid early",FINANCE,4.8,12304,21M,"100,000+",Free,0,Everyone,Finance,5.0 and up
Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,4.6,3014,21M,"100,000+",Free,0,Everyone,Libraries & Demo,5.0 and up
"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,4.1,399,24M,"100,000+",Free,0,Everyone,Events,5.0 and up
Simple - Better Banking,FINANCE,4.4,7731,24M,"100,000+",Free,0,Everyone,Finance,5.0 and up
Simple - Better Banking,FINANCE,4.4,7731,24M,"100,000+",Free,0,Everyone,Finance,5.0 and up
EatStreet Food Delivery App,FOOD_AND_DRINK,4.6,7690,25M,"100,000+",Free,0,Everyone,Food & Drink,5.0 and up
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43M,"100,000+",Free,0,Everyone,Entertainment,5.0 and up
Heart mill,DATING,3.3,4631,45M,"100,000+",Free,0,Mature 17+,Dating,5.0 and up
Wells Fargo Daily Change,FINANCE,4.2,283,5.0M,"100,000+",Free,0,Everyone,Finance,5.0 and up
Wells Fargo Daily Change,FINANCE,4.2,283,5.0M,"100,000+",Free,0,Everyone,Finance,5.0 and up
Calorie Counter - Macros,HEALTH_AND_FITNESS,4,3061,5.5M,"100,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Calorie Counter - Macros,HEALTH_AND_FITNESS,4,3061,5.5M,"100,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Insightly CRM,BUSINESS,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,5.0 and up
Insightly CRM,BUSINESS,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,5.0 and up
"Viva Decora - Decoration, Photos, Architecture, House",HOUSE_AND_HOME,4.8,3167,7.5M,"100,000+",Free,0,Everyone,House & Home,5.0 and up
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9.0M,"100,000+",Free,0,Everyone,Business,5.0 and up
my face,FINANCE,3.8,1054,9.7M,"100,000+",Free,0,Everyone,Finance,5.0 and up
BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709,15M,"5,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Chick-fil-A,FOOD_AND_DRINK,4.3,28008,17M,"5,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
Chick-fil-A,FOOD_AND_DRINK,4.3,28009,17M,"5,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
OpenTable: Restaurants Near Me,FOOD_AND_DRINK,4.6,90242,19M,"5,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
ADP Mobile Solutions,BUSINESS,4.3,85185,29M,"5,000,000+",Free,0,Everyone,Business,5.0 and up
USAA Mobile,FINANCE,4.5,100997,33M,"5,000,000+",Free,0,Everyone,Finance,5.0 and up
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
Grubhub: Food Delivery,FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",Free,0,Everyone,Food & Drink,5.0 and up
Tomb of the Mask,GAME,4.1,55380,39M,"5,000,000+",Free,0,Everyone,Action,5.0 and up
Citibanamex Movil,FINANCE,3.6,52306,42M,"5,000,000+",Free,0,Everyone,Finance,5.0 and up
Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144040,55M,"5,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Walk with Map My Walk,HEALTH_AND_FITNESS,4.5,144050,55M,"5,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183662,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Run with Map My Run,HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,76M,"5,000,000+",Free,0,Everyone,Education;Education,5.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76M,"5,000,000+",Free,0,Everyone,Education;Education,5.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76M,"5,000,000+",Free,0,Everyone,Education;Education,5.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76M,"5,000,000+",Free,0,Everyone,Education;Education,5.0 and up
Associated Credit Union Mobile,FINANCE,4.7,3290,12M,"50,000+",Free,0,Everyone,Finance,5.0 and up
Etta Homes,LIFESTYLE,4.2,220,15M,"50,000+",Free,0,Everyone,Lifestyle,5.0 and up
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,18M,"50,000+",Free,0,Mature 17+,Education,5.0 and up
BBWCupid - BBW Dating App,DATING,3.5,241,2.8M,"50,000+",Free,0,Mature 17+,Dating,5.0 and up
InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0M,"50,000+",Free,0,Mature 17+,Dating,5.0 and up
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12M,"500,000+",Free,0,Everyone,Business,5.0 and up
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12M,"500,000+",Free,0,Everyone,Business,5.0 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",Free,0,Mature 17+,Dating,5.0 and up
Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",Free,0,Mature 17+,Dating,5.0 and up
Supervision service,AUTO_AND_VEHICLES,4,2155,15M,"500,000+",Free,0,Everyone,Auto & Vehicles,5.0 and up
Hush - Beauty for Everyone,BEAUTY,4.7,18900,17M,"500,000+",Free,0,Everyone,Beauty,5.0 and up
Chime - Mobile Banking,FINANCE,4.3,5928,22M,"500,000+",Free,0,Everyone,Finance,5.0 and up
BlueJeans for Android,BUSINESS,3.9,1058,23M,"500,000+",Free,0,Everyone,Business,5.0 and up
Map My Hike GPS Hiking,HEALTH_AND_FITNESS,4.4,12858,55M,"500,000+",Free,0,Everyone,Health & Fitness,5.0 and up
Titanic App - Feminist Dating Application,DATING,4.5,120,10M,500+,Free,0,Mature 17+,Dating,5.0 and up
URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,NaN,114,7.3M,"100,000+",Free,0,Everyone,Books & Reference,5.1 and up
ChefTap Recipes & Grocery List,FOOD_AND_DRINK,4.5,9066,15M,"500,000+",Free,0,Everyone,Food & Drink,5.1 and up
Y! Mobile menu,BUSINESS,NaN,9,1.2M,"100,000+",Free,0,Everyone,Business,6.0 and up
"Hurdlr: Track Mileage, Expenses, and Log Receipts",FINANCE,4.6,3596,19M,"100,000+",Free,0,Everyone,Finance,6.0 and up
Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856,20M,"100,000+",Free,0,Teen,Entertainment,6.0 and up
Marcus Theatres,ENTERTAINMENT,3.6,2639,8.5M,"100,000+",Free,0,Everyone,Entertainment,6.0 and up
Caviar - Food Delivery,FOOD_AND_DRINK,4.2,3755,8.5M,"100,000+",Free,0,Everyone,Food & Drink,6.0 and up
Pick Your Part Garage,AUTO_AND_VEHICLES,3.9,142,32M,"50,000+",Free,0,Everyone,Auto & Vehicles,6.0 and up
SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,NaN,2,7.2M,"50,000+",Free,0,Everyone,Books & Reference,6.0 and up
ZenUI Safeguard,LIFESTYLE,4.5,100,7.1M,"1,000,000+",Free,0,Everyone,Lifestyle,7.0 - 7.1.1
Secure Folder,BUSINESS,3.8,14760,8.6M,"50,000,000+",Free,0,Everyone,Business,7.0 and up
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16M,"500,000+",Free,0,Everyone,Lifestyle,7.0 and up
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,8.5k,"50,000+",Free,0,Everyone,Libraries & Demo,7.1 and up
